apm,apm_variance,error_rate,action_gap_mean,apm_vs_baseline,replay_id,player_id,window_idx,match_pct
471.5,456.1875,0.2704,0.1271,0.0416,rep_00223,rep_00223_p0,3,0.25
444.0,471.5,0.2962,0.1351,-0.0191,rep_00223,rep_00223_p0,4,0.333
512.5,1738.6875,0.2566,0.117,0.1322,rep_00223,rep_00223_p0,5,0.417
512.5,622.6875,0.3337,0.117,0.1322,rep_00223,rep_00223_p0,6,0.5
536.0,755.0,0.3377,0.1118,0.1841,rep_00223,rep_00223_p0,7,0.584
506.0,350.0,0.2994,0.1186,0.1178,rep_00223,rep_00223_p0,8,0.667
522.5,363.1875,0.2574,0.1147,0.1543,rep_00223,rep_00223_p0,9,0.75
518.5,835.1875,0.2536,0.1156,0.1454,rep_00223,rep_00223_p0,10,0.834
463.5,57.1875,0.1877,0.1291,0.0187,rep_00224,rep_00224_p0,0,0.0
496.5,861.1875,0.2699,0.1196,0.0912,rep_00224,rep_00224_p0,1,0.114
493.5,99.6875,0.2715,0.1213,0.0846,rep_00224,rep_00224_p0,2,0.228
550.0,2193.5,0.3836,0.109,0.2088,rep_00224,rep_00224_p0,3,0.343
466.0,296.0,0.3144,0.1287,0.0242,rep_00224,rep_00224_p0,4,0.457
565.5,354.6875,0.2989,0.106,0.2429,rep_00224,rep_00224_p0,5,0.571
540.0,735.5,0.2981,0.1111,0.1868,rep_00224,rep_00224_p0,6,0.685
671.0,522.25,0.3323,0.0895,0.4747,rep_00224,rep_00224_p0,7,0.799
323.5,19410.6875,0.9768,0.1857,-0.2916,rep_00224,rep_00224_p2,0,0.0
662.5,13305.6875,0.9872,0.0901,0.4507,rep_00224,rep_00224_p2,1,0.114
701.0,593.25,0.9893,0.0846,0.535,rep_00224,rep_00224_p2,2,0.228
561.0,1320.75,0.9777,0.1042,0.2285,rep_00224,rep_00224_p2,3,0.343
153.0,9481.25,0.9673,0.37,-0.665,rep_00224,rep_00224_p2,4,0.457
719.0,8750.75,0.9798,0.0835,0.5745,rep_00224,rep_00224_p2,5,0.571
601.0,4830.75,0.9759,0.0998,0.3161,rep_00224,rep_00224_p2,6,0.685
518.0,4606.0,0.9846,0.1087,0.1343,rep_00224,rep_00224_p2,7,0.799
592.5,1112.6875,0.3781,0.1013,0.0151,rep_00225,rep_00225_p1,0,0.0
624.5,2318.6875,0.2986,0.0959,0.07,rep_00225,rep_00225_p1,1,0.129
849.0,124.25,0.2226,0.0707,0.4546,rep_00225,rep_00225_p1,2,0.258
791.0,3580.25,0.2073,0.0758,0.3552,rep_00225,rep_00225_p1,3,0.387
701.0,958.75,0.2746,0.0855,0.201,rep_00225,rep_00225_p1,4,0.516
766.0,886.0,0.2683,0.0784,0.3124,rep_00225,rep_00225_p1,5,0.645
740.5,432.1875,0.237,0.081,0.2687,rep_00225,rep_00225_p1,6,0.774
314.5,693.6875,0.3434,0.1909,-0.0813,rep_00225,rep_00225_p0,0,0.0
543.5,6191.6875,0.276,0.1103,0.5876,rep_00225,rep_00225_p0,1,0.129
762.5,278.6875,0.1875,0.0787,1.2274,rep_00225,rep_00225_p0,2,0.258
791.5,3852.6875,0.1901,0.0757,1.3121,rep_00225,rep_00225_p0,3,0.387
728.0,903.5,0.1834,0.0821,1.1266,rep_00225,rep_00225_p0,4,0.516
664.5,479.1875,0.2272,0.0902,0.9411,rep_00225,rep_00225_p0,5,0.645
714.0,1761.5,0.2514,0.0839,1.0857,rep_00225,rep_00225_p0,6,0.774
480.0,6.5,0.1802,0.1251,-0.0329,rep_00228,rep_00228_p1,0,0.0
500.5,460.1875,0.2178,0.1198,0.0084,rep_00228,rep_00228_p1,1,0.088
481.5,978.6875,0.2513,0.1245,-0.0299,rep_00228,rep_00228_p1,2,0.176
527.5,175.6875,0.2749,0.1135,0.0628,rep_00228,rep_00228_p1,3,0.265
592.0,1019.0,0.2551,0.1013,0.1927,rep_00228,rep_00228_p1,4,0.353
558.5,840.1875,0.2963,0.1074,0.1253,rep_00228,rep_00228_p1,5,0.441
537.0,121.25,0.2663,0.1117,0.0819,rep_00228,rep_00228_p1,6,0.529
551.0,1822.25,0.2868,0.1088,0.1101,rep_00228,rep_00228_p1,7,0.618
571.5,776.6875,0.3001,0.1049,0.1514,rep_00228,rep_00228_p1,8,0.706
573.0,748.25,0.3735,0.1047,0.1545,rep_00228,rep_00228_p1,9,0.794
552.0,614.0,0.2446,0.1086,0.1122,rep_00228,rep_00228_p1,10,0.882
608.5,887.1875,0.1594,0.0986,0.0187,rep_00228,rep_00228_p0,0,0.0
554.5,176.1875,0.2191,0.1078,-0.0717,rep_00228,rep_00228_p0,1,0.088
481.5,330.1875,0.271,0.1246,-0.1939,rep_00228,rep_00228_p0,2,0.176
529.0,70.25,0.3025,0.113,-0.1144,rep_00228,rep_00228_p0,3,0.265
504.0,379.5,0.3224,0.1184,-0.1563,rep_00228,rep_00228_p0,4,0.353
499.0,694.75,0.3267,0.12,-0.1646,rep_00228,rep_00228_p0,5,0.441
483.5,526.6875,0.2927,0.124,-0.1906,rep_00228,rep_00228_p0,6,0.529
497.0,1081.25,0.336,0.1208,-0.168,rep_00228,rep_00228_p0,7,0.618
511.5,37.1875,0.3392,0.1164,-0.1437,rep_00228,rep_00228_p0,8,0.706
475.5,2214.6875,0.3449,0.126,-0.204,rep_00228,rep_00228_p0,9,0.794
500.0,292.5,0.293,0.1196,-0.1629,rep_00228,rep_00228_p0,10,0.882
548.0,2632.0,0.187,0.1094,0.1034,rep_00230,rep_00230_p1,0,0.0
444.5,1218.6875,0.2002,0.1344,-0.105,rep_00230,rep_00230_p1,1,0.119
459.5,299.1875,0.173,0.1307,-0.0748,rep_00230,rep_00230_p1,2,0.237
700.5,2311.1875,0.1278,0.0853,0.4104,rep_00230,rep_00230_p1,3,0.356
771.5,1212.1875,0.1043,0.0777,0.5534,rep_00230,rep_00230_p1,4,0.474
684.0,1095.5,0.1499,0.0875,0.3772,rep_00230,rep_00230_p1,5,0.593
794.5,3430.1875,0.1076,0.0753,0.5997,rep_00230,rep_00230_p1,6,0.712
782.0,2410.5,0.1343,0.0767,0.5745,rep_00230,rep_00230_p1,7,0.83
579.5,1653.1875,0.4202,0.1031,0.0245,rep_00230,rep_00230_p0,0,0.0
529.0,532.75,0.2854,0.1132,-0.0648,rep_00230,rep_00230_p0,1,0.119
482.0,25.5,0.2355,0.1245,-0.1479,rep_00230,rep_00230_p0,2,0.237
520.5,331.1875,0.2017,0.1149,-0.0798,rep_00230,rep_00230_p0,3,0.356
507.5,179.1875,0.1704,0.1181,-0.1028,rep_00230,rep_00230_p0,4,0.474
519.5,1562.6875,0.2445,0.1151,-0.0816,rep_00230,rep_00230_p0,5,0.593
540.5,1631.1875,0.2118,0.1108,-0.0445,rep_00230,rep_00230_p0,6,0.712
494.0,371.0,0.2885,0.1214,-0.1267,rep_00230,rep_00230_p0,7,0.83
460.0,733.0,0.3228,0.1301,-0.047,rep_00232,rep_00232_p8,0,0.0
556.0,732.5,0.2527,0.1079,0.1519,rep_00232,rep_00232_p8,1,0.107
642.0,481.0,0.2305,0.0931,0.3301,rep_00232,rep_00232_p8,2,0.214
665.5,601.6875,0.2472,0.0902,0.3788,rep_00232,rep_00232_p8,3,0.321
754.0,940.5,0.2241,0.0795,0.5622,rep_00232,rep_00232_p8,4,0.428
885.5,1142.1875,0.192,0.0676,0.8346,rep_00232,rep_00232_p8,5,0.535
829.0,3332.75,0.2008,0.0723,0.7175,rep_00232,rep_00232_p8,6,0.642
912.5,184.1875,0.1649,0.0657,0.8905,rep_00232,rep_00232_p8,7,0.749
907.5,1151.1875,0.2237,0.0661,0.8802,rep_00232,rep_00232_p8,8,0.856
566.5,1568.1875,0.3636,0.1056,0.0177,rep_00232,rep_00232_p3,0,0.0
563.5,367.6875,0.3345,0.1058,0.0123,rep_00232,rep_00232_p3,1,0.107
578.0,13.5,0.2517,0.1038,0.0383,rep_00232,rep_00232_p3,2,0.214
658.0,1619.0,0.2751,0.0909,0.182,rep_00232,rep_00232_p3,3,0.321
620.5,158.6875,0.3118,0.0967,0.1147,rep_00232,rep_00232_p3,4,0.428
671.0,1858.25,0.2809,0.0895,0.2054,rep_00232,rep_00232_p3,5,0.535
690.5,372.6875,0.2353,0.0867,0.2404,rep_00232,rep_00232_p3,6,0.642
667.0,530.75,0.2331,0.0899,0.1982,rep_00232,rep_00232_p3,7,0.749
730.5,3715.1875,0.23,0.082,0.3123,rep_00232,rep_00232_p3,8,0.856
637.5,20128.1875,0.1953,0.0942,0.0457,rep_00239,rep_00239_p1,0,0.0
598.0,700.5,0.189,0.1002,-0.0191,rep_00239,rep_00239_p1,1,0.104
764.0,855.5,0.1715,0.0784,0.2531,rep_00239,rep_00239_p1,2,0.209
711.5,1685.6875,0.1785,0.0843,0.167,rep_00239,rep_00239_p1,3,0.313
784.5,2442.1875,0.1453,0.0763,0.2868,rep_00239,rep_00239_p1,4,0.417
718.5,2336.1875,0.1761,0.0834,0.1785,rep_00239,rep_00239_p1,5,0.522
859.5,1439.1875,0.1542,0.0697,0.4098,rep_00239,rep_00239_p1,6,0.626
926.0,3147.5,0.1366,0.0648,0.5189,rep_00239,rep_00239_p1,7,0.73
799.0,1522.25,0.1815,0.0751,0.3106,rep_00239,rep_00239_p1,8,0.835
728.5,3071.1875,0.1476,0.0823,0.1359,rep_00239,rep_00239_p0,0,0.0
520.0,832.5,0.2981,0.1152,-0.1892,rep_00239,rep_00239_p0,1,0.104
406.5,333.1875,0.3616,0.147,-0.3662,rep_00239,rep_00239_p0,2,0.209
408.0,668.5,0.3468,0.147,-0.3638,rep_00239,rep_00239_p0,3,0.313
398.5,71.1875,0.4266,0.1505,-0.3786,rep_00239,rep_00239_p0,4,0.417
449.0,224.75,0.4243,0.1337,-0.2999,rep_00239,rep_00239_p0,5,0.522
444.5,720.6875,0.36,0.135,-0.3069,rep_00239,rep_00239_p0,6,0.626
449.0,334.75,0.3263,0.1333,-0.2999,rep_00239,rep_00239_p0,7,0.73
429.5,411.1875,0.3946,0.1394,-0.3303,rep_00239,rep_00239_p0,8,0.835
491.5,4442.6875,0.2279,0.122,0.0882,rep_00243,rep_00243_p0,0,0.0
412.0,724.0,0.2803,0.1456,-0.0878,rep_00243,rep_00243_p0,1,0.094
540.5,2363.1875,0.3774,0.111,0.1967,rep_00243,rep_00243_p0,2,0.188
551.0,1238.75,0.3466,0.1086,0.2199,rep_00243,rep_00243_p0,3,0.282
538.0,134.5,0.2612,0.1115,0.1911,rep_00243,rep_00243_p0,4,0.377
632.5,4678.6875,0.2198,0.0948,0.4004,rep_00243,rep_00243_p0,5,0.471
511.0,829.25,0.2427,0.1174,0.1314,rep_00243,rep_00243_p0,6,0.565
505.0,62.75,0.2762,0.1188,0.1181,rep_00243,rep_00243_p0,7,0.659
605.5,3431.6875,0.3361,0.0991,0.3406,rep_00243,rep_00243_p0,8,0.753
549.5,836.6875,0.2202,0.1092,0.2166,rep_00243,rep_00243_p0,9,0.847
469.5,756.1875,0.295,0.1278,0.0289,rep_00243,rep_00243_p1,0,0.0
393.0,376.25,0.2532,0.1522,-0.1388,rep_00243,rep_00243_p1,1,0.094
478.0,393.0,0.3086,0.1256,0.0475,rep_00243,rep_00243_p1,2,0.188
428.5,1008.6875,0.3022,0.1398,-0.061,rep_00243,rep_00243_p1,3,0.282
476.0,3149.5,0.3235,0.1258,0.0431,rep_00243,rep_00243_p1,4,0.377
508.0,922.5,0.3425,0.1178,0.1132,rep_00243,rep_00243_p1,5,0.471
508.0,2595.0,0.374,0.1181,0.1132,rep_00243,rep_00243_p1,6,0.565
538.5,198.1875,0.3352,0.111,0.1801,rep_00243,rep_00243_p1,7,0.659
519.5,62.1875,0.3946,0.1155,0.1384,rep_00243,rep_00243_p1,8,0.753
520.5,1838.1875,0.3583,0.1147,0.1406,rep_00243,rep_00243_p1,9,0.847
506.5,383.1875,0.2725,0.1185,-0.0678,rep_00250,rep_00250_p0,0,0.0
636.5,975.6875,0.1697,0.0942,0.1715,rep_00250,rep_00250_p0,1,0.082
699.5,215.6875,0.2173,0.0858,0.2874,rep_00250,rep_00250_p0,2,0.164
732.0,810.5,0.2104,0.0819,0.3472,rep_00250,rep_00250_p0,3,0.246
700.0,509.5,0.2421,0.0856,0.2883,rep_00250,rep_00250_p0,4,0.328
799.5,788.6875,0.2201,0.075,0.4715,rep_00250,rep_00250_p0,5,0.411
691.0,367.25,0.1809,0.0867,0.2718,rep_00250,rep_00250_p0,6,0.493
724.5,763.1875,0.1925,0.0828,0.3334,rep_00250,rep_00250_p0,7,0.575
695.0,1962.25,0.2633,0.0859,0.2791,rep_00250,rep_00250_p0,8,0.657
667.0,370.25,0.2346,0.0898,0.2276,rep_00250,rep_00250_p0,9,0.739
623.5,1443.1875,0.1965,0.0956,0.1475,rep_00250,rep_00250_p0,10,0.821
644.5,909.1875,0.2514,0.093,0.1862,rep_00250,rep_00250_p0,11,0.903
418.5,602.1875,0.1756,0.1433,0.0109,rep_00250,rep_00250_p1,0,0.0
437.5,304.6875,0.1257,0.1367,0.0568,rep_00250,rep_00250_p1,1,0.082
554.0,401.0,0.2347,0.1083,0.3382,rep_00250,rep_00250_p1,2,0.164
550.5,386.1875,0.2198,0.1089,0.3297,rep_00250,rep_00250_p1,3,0.246
507.5,60.1875,0.2069,0.1181,0.2258,rep_00250,rep_00250_p1,4,0.328
467.5,123.1875,0.2267,0.1284,0.1292,rep_00250,rep_00250_p1,5,0.411
563.0,1510.25,0.1012,0.1066,0.3599,rep_00250,rep_00250_p1,6,0.493
504.5,1375.6875,0.1308,0.119,0.2186,rep_00250,rep_00250_p1,7,0.575
547.0,775.25,0.2486,0.1096,0.3213,rep_00250,rep_00250_p1,8,0.657
547.5,354.1875,0.1799,0.1094,0.3225,rep_00250,rep_00250_p1,9,0.739
489.0,1334.25,0.1575,0.1228,0.1812,rep_00250,rep_00250_p1,10,0.821
449.0,681.25,0.1982,0.1333,0.0845,rep_00250,rep_00250_p1,11,0.903
530.0,4131.5,0.1972,0.1132,0.0245,rep_00254,rep_00254_p1,0,0.0
502.0,678.0,0.1853,0.1174,-0.0296,rep_00254,rep_00254_p1,1,0.107
535.5,1332.1875,0.2148,0.1116,0.0351,rep_00254,rep_00254_p1,2,0.214
482.5,467.1875,0.228,0.1242,-0.0673,rep_00254,rep_00254_p1,3,0.32
571.5,4162.1875,0.2196,0.1038,0.1047,rep_00254,rep_00254_p1,4,0.427
627.0,674.75,0.1834,0.0953,0.212,rep_00254,rep_00254_p1,5,0.534
639.0,92.75,0.2121,0.0939,0.2352,rep_00254,rep_00254_p1,6,0.641
540.5,1184.6875,0.1711,0.1106,0.0448,rep_00254,rep_00254_p1,7,0.748
516.5,419.1875,0.1965,0.1158,-0.0016,rep_00254,rep_00254_p1,8,0.854
479.0,192.75,0.1357,0.1253,0.0368,rep_00254,rep_00254_p0,0,0.0
425.5,375.6875,0.2127,0.1401,-0.079,rep_00254,rep_00254_p0,1,0.107
379.0,377.25,0.314,0.1581,-0.1797,rep_00254,rep_00254_p0,2,0.214
462.5,565.6875,0.2551,0.1298,0.0011,rep_00254,rep_00254_p0,3,0.32
481.0,1135.25,0.2765,0.1244,0.0411,rep_00254,rep_00254_p0,4,0.427
477.5,138.1875,0.2838,0.1257,0.0335,rep_00254,rep_00254_p0,5,0.534
619.0,1052.25,0.2456,0.0967,0.3398,rep_00254,rep_00254_p0,6,0.641
484.5,843.1875,0.3003,0.1237,0.0487,rep_00254,rep_00254_p0,7,0.748
494.0,261.5,0.2136,0.1209,0.0693,rep_00254,rep_00254_p0,8,0.854
550.5,360.6875,0.2552,0.1091,-0.0027,rep_00260,rep_00260_p1,0,0.0
569.0,872.25,0.2575,0.1053,0.0308,rep_00260,rep_00260_p1,1,0.117
683.5,1231.1875,0.1726,0.0878,0.2382,rep_00260,rep_00260_p1,2,0.234
708.0,1308.5,0.161,0.0847,0.2826,rep_00260,rep_00260_p1,3,0.351
680.5,6254.6875,0.1999,0.0876,0.2328,rep_00260,rep_00260_p1,4,0.468
3.0,6.75,0.0,0.4286,-0.9946,rep_00260,rep_00260_p1,5,0.585
403.5,330.6875,0.2577,0.1486,0.025,rep_00260,rep_00260_p0,0,0.0
358.0,578.0,0.3799,0.1677,-0.0906,rep_00260,rep_00260_p0,1,0.117
352.0,111.5,0.331,0.1704,-0.1058,rep_00260,rep_00260_p0,2,0.234
317.0,306.75,0.2587,0.1879,-0.1948,rep_00260,rep_00260_p0,3,0.351
319.0,1764.75,0.3135,0.1751,-0.1897,rep_00260,rep_00260_p0,4,0.468
552.0,918.5,0.2111,0.1086,0.067,rep_00264,rep_00264_p0,0,0.0
460.5,167.1875,0.3529,0.1302,-0.1099,rep_00264,rep_00264_p0,1,0.124
489.0,465.25,0.364,0.1224,-0.0548,rep_00264,rep_00264_p0,2,0.247
487.5,261.1875,0.3733,0.123,-0.0577,rep_00264,rep_00264_p0,3,0.371
476.5,983.6875,0.4292,0.1254,-0.0789,rep_00264,rep_00264_p0,4,0.495
457.5,433.6875,0.482,0.1309,-0.1157,rep_00264,rep_00264_p0,5,0.619
462.5,327.6875,0.3362,0.1294,-0.106,rep_00264,rep_00264_p0,6,0.742
537.5,183.6875,0.4279,0.1114,0.039,rep_00264,rep_00264_p0,7,0.866
410.5,165.1875,0.3021,0.1456,-0.0172,rep_00264,rep_00264_p1,0,0.0
437.0,248.75,0.2872,0.1371,0.0463,rep_00264,rep_00264_p1,1,0.124
384.5,375.6875,0.2289,0.156,-0.0794,rep_00264,rep_00264_p1,2,0.247
369.0,67.25,0.2683,0.1621,-0.1165,rep_00264,rep_00264_p1,3,0.371
366.0,60.5,0.2486,0.1629,-0.1237,rep_00264,rep_00264_p1,4,0.495
383.5,406.1875,0.309,0.1562,-0.0818,rep_00264,rep_00264_p1,5,0.619
459.0,350.75,0.3224,0.1308,0.099,rep_00264,rep_00264_p1,6,0.742
480.5,1502.1875,0.3933,0.1249,0.1504,rep_00264,rep_00264_p1,7,0.866
565.0,3877.25,0.2035,0.1056,0.0361,rep_00268,rep_00268_p1,0,0.0
469.0,768.75,0.1727,0.1276,-0.14,rep_00268,rep_00268_p1,1,0.093
479.0,890.25,0.2015,0.1249,-0.1216,rep_00268,rep_00268_p1,2,0.186
685.5,7620.1875,0.1298,0.0875,0.257,rep_00268,rep_00268_p1,3,0.279
749.5,5663.6875,0.1815,0.08,0.3744,rep_00268,rep_00268_p1,4,0.373
798.5,532.6875,0.1453,0.075,0.4642,rep_00268,rep_00268_p1,5,0.466
782.0,345.5,0.1196,0.0766,0.434,rep_00268,rep_00268_p1,6,0.559
723.0,3113.25,0.1577,0.0829,0.3258,rep_00268,rep_00268_p1,7,0.652
680.5,1280.6875,0.1653,0.088,0.2479,rep_00268,rep_00268_p1,8,0.745
685.5,805.6875,0.1831,0.0875,0.257,rep_00268,rep_00268_p1,9,0.838
518.0,431.5,0.1979,0.1159,0.0388,rep_00268,rep_00268_p0,0,0.0
451.0,190.25,0.2084,0.1331,-0.0956,rep_00268,rep_00268_p0,1,0.093
454.5,413.1875,0.2211,0.1321,-0.0886,rep_00268,rep_00268_p0,2,0.186
433.5,360.6875,0.2491,0.1385,-0.1307,rep_00268,rep_00268_p0,3,0.279
454.0,114.0,0.2941,0.1316,-0.0896,rep_00268,rep_00268_p0,4,0.373
472.0,261.5,0.3284,0.1269,-0.0535,rep_00268,rep_00268_p0,5,0.466
513.5,278.1875,0.3135,0.1168,0.0297,rep_00268,rep_00268_p0,6,0.559
474.0,716.0,0.2774,0.1266,-0.0495,rep_00268,rep_00268_p0,7,0.652
444.5,380.1875,0.333,0.135,-0.1086,rep_00268,rep_00268_p0,8,0.745
469.5,724.6875,0.3291,0.127,-0.0585,rep_00268,rep_00268_p0,9,0.838
536.5,568.6875,0.2349,0.1119,0.0265,rep_00272,rep_00272_p0,0,0.0
473.0,337.25,0.2178,0.1269,-0.095,rep_00272,rep_00272_p0,1,0.108
428.0,779.0,0.2126,0.1402,-0.1811,rep_00272,rep_00272_p0,2,0.217
480.5,676.6875,0.2123,0.1248,-0.0807,rep_00272,rep_00272_p0,3,0.325
479.5,137.1875,0.2492,0.1252,-0.0826,rep_00272,rep_00272_p0,4,0.433
529.0,989.25,0.2335,0.1134,0.0121,rep_00272,rep_00272_p0,5,0.542
500.5,2218.1875,0.2188,0.1198,-0.0424,rep_00272,rep_00272_p0,6,0.65
572.0,2286.5,0.3016,0.1049,0.0944,rep_00272,rep_00272_p0,7,0.759
529.0,811.25,0.2457,0.1133,0.0121,rep_00272,rep_00272_p0,8,0.867
454.5,16.1875,0.2574,0.1321,-0.0076,rep_00272,rep_00272_p1,0,0.0
464.0,1183.5,0.2446,0.1292,0.0131,rep_00272,rep_00272_p1,1,0.108
501.5,373.1875,0.3858,0.1197,0.095,rep_00272,rep_00272_p1,2,0.217
494.5,756.1875,0.366,0.1211,0.0797,rep_00272,rep_00272_p1,3,0.325
470.0,213.5,0.3181,0.1276,0.0262,rep_00272,rep_00272_p1,4,0.433
537.5,537.1875,0.373,0.1115,0.1736,rep_00272,rep_00272_p1,5,0.542
501.5,246.6875,0.3001,0.1196,0.095,rep_00272,rep_00272_p1,6,0.65
501.5,566.1875,0.346,0.1196,0.095,rep_00272,rep_00272_p1,7,0.759
477.0,82.25,0.3249,0.1257,0.0415,rep_00272,rep_00272_p1,8,0.867
397.0,536.25,0.4055,0.1502,0.0232,rep_00280,rep_00280_p0,0,0.0
412.5,735.1875,0.3115,0.145,0.0631,rep_00280,rep_00280_p0,1,0.13
467.5,2327.1875,0.3369,0.128,0.2049,rep_00280,rep_00280_p0,2,0.261
622.0,612.5,0.2548,0.0963,0.6031,rep_00280,rep_00280_p0,3,0.391
649.0,22.25,0.2365,0.0923,0.6727,rep_00280,rep_00280_p0,4,0.521
664.5,1608.6875,0.2415,0.0903,0.7126,rep_00280,rep_00280_p0,5,0.652
620.0,1428.5,0.271,0.0968,0.5979,rep_00280,rep_00280_p0,6,0.782
543.0,4018.25,0.4337,0.11,0.0258,rep_00280,rep_00280_p1,0,0.0
495.0,242.75,0.2182,0.1182,-0.0649,rep_00280,rep_00280_p1,1,0.13
550.0,138.5,0.24,0.1091,0.039,rep_00280,rep_00280_p1,2,0.261
535.0,2570.75,0.1766,0.1119,0.0107,rep_00280,rep_00280_p1,3,0.391
583.0,809.25,0.1818,0.1027,0.1014,rep_00280,rep_00280_p1,4,0.521
538.0,3018.5,0.2184,0.1114,0.0164,rep_00280,rep_00280_p1,5,0.652
514.0,837.5,0.1449,0.1168,-0.029,rep_00280,rep_00280_p1,6,0.782
571.5,708.6875,0.3771,0.105,0.0015,rep_00287,rep_00287_p0,0,0.0
562.0,204.5,0.3114,0.1067,-0.0152,rep_00287,rep_00287_p0,1,0.098
496.5,1173.6875,0.2497,0.1207,-0.13,rep_00287,rep_00287_p0,2,0.196
516.0,1009.0,0.2868,0.1163,-0.0958,rep_00287,rep_00287_p0,3,0.294
497.0,397.25,0.3099,0.1207,-0.1291,rep_00287,rep_00287_p0,4,0.392
503.5,2391.6875,0.279,0.1192,-0.1177,rep_00287,rep_00287_p0,5,0.49
538.0,70.5,0.2454,0.1115,-0.0572,rep_00287,rep_00287_p0,6,0.588
508.5,502.6875,0.2222,0.1176,-0.1089,rep_00287,rep_00287_p0,7,0.686
534.5,693.6875,0.2629,0.1116,-0.0634,rep_00287,rep_00287_p0,8,0.784
551.0,534.25,0.2595,0.1087,-0.0345,rep_00287,rep_00287_p0,9,0.882
500.5,671.1875,0.4066,0.1199,-0.0076,rep_00287,rep_00287_p1,0,0.0
485.5,418.6875,0.3409,0.1233,-0.0373,rep_00287,rep_00287_p1,1,0.098
469.5,337.1875,0.262,0.1276,-0.0691,rep_00287,rep_00287_p1,2,0.196
421.5,2120.1875,0.2728,0.1423,-0.1642,rep_00287,rep_00287_p1,3,0.294
495.0,421.25,0.2566,0.121,-0.0185,rep_00287,rep_00287_p1,4,0.392
505.0,610.25,0.3554,0.1185,0.0013,rep_00287,rep_00287_p1,5,0.49
488.5,737.6875,0.2774,0.1227,-0.0314,rep_00287,rep_00287_p1,6,0.588
525.5,543.6875,0.2388,0.1142,0.042,rep_00287,rep_00287_p1,7,0.686
461.0,194.75,0.2321,0.1301,-0.0859,rep_00287,rep_00287_p1,8,0.784
495.0,370.75,0.2263,0.1212,-0.0185,rep_00287,rep_00287_p1,9,0.882
557.0,734.75,0.2352,0.1074,-0.0176,rep_00292,rep_00292_p1,0,0.0
591.0,173.25,0.2208,0.1014,0.0423,rep_00292,rep_00292_p1,1,0.111
577.5,57.6875,0.1948,0.1039,0.0185,rep_00292,rep_00292_p1,2,0.221
697.5,2409.1875,0.2409,0.086,0.2302,rep_00292,rep_00292_p1,3,0.332
658.0,353.5,0.2394,0.0912,0.1605,rep_00292,rep_00292_p1,4,0.442
708.0,667.5,0.2366,0.0847,0.2487,rep_00292,rep_00292_p1,5,0.553
740.5,1457.6875,0.2012,0.081,0.306,rep_00292,rep_00292_p1,6,0.664
628.0,750.0,0.1457,0.0955,0.1076,rep_00292,rep_00292_p1,7,0.774
619.0,2552.25,0.2375,0.0969,0.0917,rep_00292,rep_00292_p1,8,0.885
462.0,827.5,0.1494,0.13,0.0711,rep_00292,rep_00292_p0,0,0.0
413.5,523.6875,0.2515,0.1447,-0.0413,rep_00292,rep_00292_p0,1,0.111
418.5,537.6875,0.2354,0.1417,-0.0298,rep_00292,rep_00292_p0,2,0.221
426.5,186.1875,0.2263,0.1406,-0.0112,rep_00292,rep_00292_p0,3,0.332
434.0,68.5,0.2834,0.1382,0.0062,rep_00292,rep_00292_p0,4,0.442
506.5,318.6875,0.2902,0.1182,0.1743,rep_00292,rep_00292_p0,5,0.553
506.5,1470.6875,0.2053,0.1184,0.1743,rep_00292,rep_00292_p0,6,0.664
467.5,1867.1875,0.231,0.1282,0.0838,rep_00292,rep_00292_p0,7,0.774
545.5,1914.1875,0.2676,0.11,0.2647,rep_00292,rep_00292_p0,8,0.885
524.5,1244.1875,0.2888,0.1144,-0.0035,rep_00293,rep_00293_p2,0,0.0
560.5,2267.1875,0.2944,0.1069,0.0649,rep_00293,rep_00293_p2,1,0.131
563.0,334.75,0.3153,0.1065,0.0697,rep_00293,rep_00293_p2,2,0.262
576.0,1065.5,0.276,0.1042,0.0944,rep_00293,rep_00293_p2,3,0.394
544.5,2100.6875,0.2792,0.1101,0.0345,rep_00293,rep_00293_p2,4,0.525
681.5,3368.6875,0.2069,0.0879,0.2948,rep_00293,rep_00293_p2,5,0.656
622.0,1595.0,0.1616,0.0963,0.1818,rep_00293,rep_00293_p2,6,0.787
493.5,870.6875,0.3242,0.1211,-0.0003,rep_00293,rep_00293_p0,0,0.0
476.5,693.1875,0.2655,0.1254,-0.0348,rep_00293,rep_00293_p0,1,0.131
455.5,48.6875,0.3063,0.1316,-0.0773,rep_00293,rep_00293_p0,2,0.262
434.5,235.6875,0.2267,0.1376,-0.1199,rep_00293,rep_00293_p0,3,0.394
482.5,1380.6875,0.2756,0.1236,-0.0226,rep_00293,rep_00293_p0,4,0.525
516.0,481.5,0.2122,0.1162,0.0452,rep_00293,rep_00293_p0,5,0.656
486.0,1.5,0.18,0.1235,-0.0155,rep_00293,rep_00293_p0,6,0.787
545.0,1220.25,0.4055,0.1101,0.0576,rep_00296,rep_00296_p1,0,0.0
465.5,82.6875,0.3856,0.1283,-0.0967,rep_00296,rep_00296_p1,1,0.128
512.0,437.0,0.3232,0.1167,-0.0065,rep_00296,rep_00296_p1,2,0.257
514.5,753.1875,0.3343,0.116,-0.0016,rep_00296,rep_00296_p1,3,0.385
467.5,294.6875,0.2182,0.1283,-0.0928,rep_00296,rep_00296_p1,4,0.514
