apm,apm_variance,error_rate,action_gap_mean,apm_vs_baseline,replay_id,player_id,window_idx,match_pct
551.0,435.25,0.3267,0.1089,0.123,rep_00119,rep_00119_p0,5,0.455
598.0,940.5,0.2542,0.1003,0.2188,rep_00119,rep_00119_p0,6,0.546
628.5,644.1875,0.2745,0.0954,0.2809,rep_00119,rep_00119_p0,7,0.637
540.0,315.0,0.3102,0.111,0.1005,rep_00119,rep_00119_p0,8,0.728
573.0,1424.75,0.3002,0.1045,0.1678,rep_00119,rep_00119_p0,9,0.819
485.0,1171.25,0.1649,0.1237,0.0834,rep_00121,rep_00121_p0,0,0.0
355.5,454.6875,0.3136,0.1688,-0.2059,rep_00121,rep_00121_p0,1,0.113
475.5,1356.1875,0.2713,0.1262,0.0622,rep_00121,rep_00121_p0,2,0.226
413.5,790.6875,0.2975,0.145,-0.0763,rep_00121,rep_00121_p0,3,0.339
527.0,434.75,0.3008,0.1138,0.1772,rep_00121,rep_00121_p0,4,0.452
688.0,1936.5,0.1403,0.0871,0.5369,rep_00121,rep_00121_p0,5,0.565
782.0,8104.5,0.1355,0.0764,0.7468,rep_00121,rep_00121_p0,6,0.678
512.0,128.5,0.1992,0.1173,0.1437,rep_00121,rep_00121_p0,7,0.791
371.0,510.25,0.3019,0.1619,0.056,rep_00121,rep_00121_p1,0,0.0
320.0,89.0,0.3937,0.186,-0.0892,rep_00121,rep_00121_p1,1,0.113
315.5,164.1875,0.2409,0.1902,-0.102,rep_00121,rep_00121_p1,2,0.226
364.5,483.1875,0.31,0.1647,0.0375,rep_00121,rep_00121_p1,3,0.339
382.5,1055.1875,0.3529,0.1562,0.0887,rep_00121,rep_00121_p1,4,0.452
462.5,879.6875,0.2541,0.1296,0.3164,rep_00121,rep_00121_p1,5,0.565
399.0,317.25,0.2444,0.1501,0.1357,rep_00121,rep_00121_p1,6,0.678
424.0,435.5,0.3172,0.1413,0.2068,rep_00121,rep_00121_p1,7,0.791
481.5,405.6875,0.1776,0.1246,0.008,rep_00122,rep_00122_p0,0,0.0
514.0,1209.0,0.2344,0.1155,0.0761,rep_00122,rep_00122_p0,1,0.109
544.0,97.5,0.2482,0.1098,0.1389,rep_00122,rep_00122_p0,2,0.218
521.5,460.1875,0.2119,0.115,0.0918,rep_00122,rep_00122_p0,3,0.327
506.0,1068.5,0.2243,0.1184,0.0593,rep_00122,rep_00122_p0,4,0.436
669.5,2530.6875,0.2547,0.0896,0.4016,rep_00122,rep_00122_p0,5,0.545
551.5,504.6875,0.3101,0.1086,0.1546,rep_00122,rep_00122_p0,6,0.654
537.5,794.1875,0.307,0.1117,0.1253,rep_00122,rep_00122_p0,7,0.763
524.0,630.5,0.2548,0.1145,0.097,rep_00122,rep_00122_p0,8,0.871
634.0,734.0,0.0599,0.0946,0.0096,rep_00122,rep_00122_p1,0,0.0
590.5,1072.6875,0.1329,0.1014,-0.0597,rep_00122,rep_00122_p1,1,0.109
532.5,865.6875,0.1681,0.1127,-0.1521,rep_00122,rep_00122_p1,2,0.218
509.5,48.1875,0.1835,0.1177,-0.1887,rep_00122,rep_00122_p1,3,0.327
540.0,968.0,0.1917,0.1111,-0.1401,rep_00122,rep_00122_p1,4,0.436
468.5,396.1875,0.1793,0.128,-0.254,rep_00122,rep_00122_p1,5,0.545
489.0,112.25,0.2014,0.1226,-0.2213,rep_00122,rep_00122_p1,6,0.654
461.0,1144.25,0.2787,0.1302,-0.2659,rep_00122,rep_00122_p1,7,0.763
432.0,232.5,0.1759,0.1387,-0.3121,rep_00122,rep_00122_p1,8,0.871
424.0,2178.5,0.2064,0.1416,0.0409,rep_00124,rep_00124_p1,0,0.0
376.5,191.6875,0.174,0.1587,-0.0757,rep_00124,rep_00124_p1,1,0.087
435.0,1498.25,0.2621,0.1363,0.0679,rep_00124,rep_00124_p1,2,0.174
467.0,366.75,0.2505,0.1285,0.1465,rep_00124,rep_00124_p1,3,0.261
477.5,1127.1875,0.3141,0.1253,0.1723,rep_00124,rep_00124_p1,4,0.347
458.0,412.5,0.2282,0.1309,0.1244,rep_00124,rep_00124_p1,5,0.434
544.5,1053.1875,0.247,0.11,0.3367,rep_00124,rep_00124_p1,6,0.521
515.5,1405.1875,0.2658,0.1163,0.2655,rep_00124,rep_00124_p1,7,0.608
480.0,639.5,0.3312,0.1246,0.1784,rep_00124,rep_00124_p1,8,0.695
557.0,1350.75,0.3061,0.1075,0.3674,rep_00124,rep_00124_p1,9,0.782
517.5,1725.6875,0.2522,0.116,0.2705,rep_00124,rep_00124_p1,10,0.868
474.5,238.6875,0.3193,0.1264,0.0883,rep_00124,rep_00124_p0,0,0.0
373.5,250.6875,0.2436,0.1606,-0.1433,rep_00124,rep_00124_p0,1,0.087
377.5,231.6875,0.2874,0.1589,-0.1342,rep_00124,rep_00124_p0,2,0.174
468.5,1024.1875,0.222,0.128,0.0745,rep_00124,rep_00124_p0,3,0.261
431.0,560.75,0.2425,0.1391,-0.0115,rep_00124,rep_00124_p0,4,0.347
477.0,3371.25,0.2505,0.1251,0.094,rep_00124,rep_00124_p0,5,0.434
541.5,519.1875,0.1754,0.1106,0.242,rep_00124,rep_00124_p0,6,0.521
458.5,3024.1875,0.2137,0.1294,0.0516,rep_00124,rep_00124_p0,7,0.608
452.0,384.5,0.2334,0.1326,0.0367,rep_00124,rep_00124_p0,8,0.695
436.0,55.5,0.2821,0.1375,0.0,rep_00124,rep_00124_p0,9,0.782
510.0,1545.5,0.1971,0.1176,0.1697,rep_00124,rep_00124_p0,10,0.868
443.0,17071.25,0.9989,0.1308,-0.0494,rep_00127,rep_00127_p0,0,0.0
437.0,2192.75,1.0,0.1333,-0.0622,rep_00127,rep_00127_p0,1,0.106
459.5,5650.6875,1.0,0.1305,-0.0139,rep_00127,rep_00127_p0,2,0.211
520.0,2404.5,1.0,0.1127,0.1159,rep_00127,rep_00127_p0,3,0.317
603.0,1444.25,1.0,0.0987,0.294,rep_00127,rep_00127_p0,4,0.422
684.0,467.0,1.0,0.0871,0.4678,rep_00127,rep_00127_p0,5,0.528
587.0,1253.25,1.0,0.1011,0.2597,rep_00127,rep_00127_p0,6,0.633
608.5,918.1875,1.0,0.0979,0.3058,rep_00127,rep_00127_p0,7,0.739
606.5,5118.1875,1.0,0.0989,0.3015,rep_00127,rep_00127_p0,8,0.844
502.5,220.6875,0.192,0.1193,0.0586,rep_00127,rep_00127_p6,0,0.0
422.0,96.5,0.2666,0.1422,-0.111,rep_00127,rep_00127_p6,1,0.106
503.5,1723.6875,0.2532,0.1191,0.0607,rep_00127,rep_00127_p6,2,0.211
539.0,145.25,0.295,0.1113,0.1355,rep_00127,rep_00127_p6,3,0.317
553.0,489.25,0.2667,0.1084,0.165,rep_00127,rep_00127_p6,4,0.422
566.5,563.6875,0.2427,0.1058,0.1935,rep_00127,rep_00127_p6,5,0.528
579.5,393.1875,0.2856,0.1035,0.2209,rep_00127,rep_00127_p6,6,0.633
587.0,1035.25,0.3007,0.1022,0.2367,rep_00127,rep_00127_p6,7,0.739
587.0,557.25,0.2947,0.1022,0.2367,rep_00127,rep_00127_p6,8,0.844
873.5,6221.1875,0.2393,0.0687,0.0919,rep_00151,rep_00151_p0,0,0.0
654.0,1290.5,0.2041,0.0917,-0.1825,rep_00151,rep_00151_p0,1,0.121
609.5,165.6875,0.192,0.0983,-0.2381,rep_00151,rep_00151_p0,2,0.241
694.0,2760.5,0.1967,0.0863,-0.1325,rep_00151,rep_00151_p0,3,0.362
776.5,2697.6875,0.1462,0.0771,-0.0294,rep_00151,rep_00151_p0,4,0.483
746.5,2487.6875,0.217,0.0803,-0.0669,rep_00151,rep_00151_p0,5,0.604
834.0,2675.0,0.1697,0.0719,0.0425,rep_00151,rep_00151_p0,6,0.724
791.5,3156.1875,0.2028,0.0758,-0.0106,rep_00151,rep_00151_p0,7,0.845
522.0,1469.0,0.1782,0.115,-0.0303,rep_00151,rep_00151_p1,0,0.0
572.5,1103.6875,0.1965,0.1048,0.0635,rep_00151,rep_00151_p1,1,0.121
562.0,483.5,0.2135,0.1067,0.044,rep_00151,rep_00151_p1,2,0.241
554.5,725.1875,0.2372,0.108,0.03,rep_00151,rep_00151_p1,3,0.362
578.5,97.6875,0.1953,0.1037,0.0746,rep_00151,rep_00151_p1,4,0.483
587.0,70.25,0.2453,0.1023,0.0904,rep_00151,rep_00151_p1,5,0.604
527.5,788.1875,0.1896,0.1138,-0.0201,rep_00151,rep_00151_p1,6,0.724
523.0,215.25,0.2046,0.1141,-0.0285,rep_00151,rep_00151_p1,7,0.845
606.5,724.6875,0.1962,0.0989,0.0165,rep_00153,rep_00153_p1,0,0.0
576.0,1038.5,0.2257,0.104,-0.0346,rep_00153,rep_00153_p1,1,0.108
530.0,1218.0,0.2462,0.113,-0.1117,rep_00153,rep_00153_p1,2,0.217
535.5,270.6875,0.3081,0.1121,-0.1025,rep_00153,rep_00153_p1,3,0.325
555.0,242.25,0.3054,0.1076,-0.0698,rep_00153,rep_00153_p1,4,0.433
528.0,1717.5,0.3504,0.1135,-0.1151,rep_00153,rep_00153_p1,5,0.541
477.0,430.25,0.3606,0.1258,-0.2006,rep_00153,rep_00153_p1,6,0.65
511.5,90.6875,0.3685,0.1172,-0.1427,rep_00153,rep_00153_p1,7,0.758
485.0,568.25,0.3258,0.1237,-0.1872,rep_00153,rep_00153_p1,8,0.866
441.0,15014.75,0.9898,0.1362,-0.1957,rep_00153,rep_00153_p12,0,0.0
507.0,25476.25,0.9931,0.1169,-0.0754,rep_00153,rep_00153_p12,1,0.108
526.5,12312.6875,0.9782,0.1072,-0.0398,rep_00153,rep_00153_p12,2,0.217
373.0,13813.25,0.9839,0.1558,-0.3198,rep_00153,rep_00153_p12,3,0.325
425.5,5801.1875,0.973,0.1407,-0.224,rep_00153,rep_00153_p12,4,0.433
456.0,5268.5,0.9748,0.1304,-0.1684,rep_00153,rep_00153_p12,5,0.541
624.0,7060.5,0.984,0.0962,0.138,rep_00153,rep_00153_p12,6,0.65
612.0,4557.5,0.9902,0.0976,0.1161,rep_00153,rep_00153_p12,7,0.758
481.0,1712.25,0.9792,0.1126,-0.1228,rep_00153,rep_00153_p12,8,0.866
359.0,646.25,0.2925,0.1667,-0.0826,rep_00158,rep_00158_p0,0,0.0
545.5,4643.1875,0.2108,0.1097,0.394,rep_00158,rep_00158_p0,1,0.117
562.0,799.5,0.2456,0.1068,0.4361,rep_00158,rep_00158_p0,2,0.234
727.0,3046.25,0.2765,0.0824,0.8578,rep_00158,rep_00158_p0,3,0.351
797.5,1657.6875,0.1918,0.075,1.0379,rep_00158,rep_00158_p0,4,0.468
808.0,1224.5,0.1807,0.0743,1.0647,rep_00158,rep_00158_p0,5,0.585
764.5,1020.1875,0.1949,0.0782,0.9536,rep_00158,rep_00158_p0,6,0.702
747.5,1526.1875,0.1786,0.0801,0.9101,rep_00158,rep_00158_p0,7,0.819
458.0,300.5,0.3188,0.1311,-0.0412,rep_00158,rep_00158_p1,0,0.0
531.5,836.1875,0.3114,0.1129,0.1127,rep_00158,rep_00158_p1,1,0.117
536.0,643.0,0.2966,0.1119,0.1221,rep_00158,rep_00158_p1,2,0.234
530.0,2409.5,0.2943,0.113,0.1096,rep_00158,rep_00158_p1,3,0.351
539.5,772.6875,0.2475,0.1107,0.1294,rep_00158,rep_00158_p1,4,0.468
580.0,506.5,0.2164,0.1033,0.2142,rep_00158,rep_00158_p1,5,0.585
577.5,70.1875,0.226,0.1037,0.209,rep_00158,rep_00158_p1,6,0.702
529.0,472.75,0.2231,0.1134,0.1075,rep_00158,rep_00158_p1,7,0.819
553.0,188.75,0.2233,0.1084,-0.0154,rep_00159,rep_00159_p0,0,0.0
590.5,791.1875,0.2379,0.1015,0.0513,rep_00159,rep_00159_p0,1,0.117
633.5,393.1875,0.1973,0.0948,0.1279,rep_00159,rep_00159_p0,2,0.235
698.0,914.0,0.2521,0.0859,0.2427,rep_00159,rep_00159_p0,3,0.352
789.0,376.25,0.23,0.076,0.4047,rep_00159,rep_00159_p0,4,0.469
735.5,2336.1875,0.2345,0.0816,0.3095,rep_00159,rep_00159_p0,5,0.586
685.5,455.1875,0.2772,0.0872,0.2205,rep_00159,rep_00159_p0,6,0.704
645.0,554.25,0.2419,0.093,0.1484,rep_00159,rep_00159_p0,7,0.821
535.5,378.6875,0.1401,0.1121,0.0653,rep_00159,rep_00159_p1,0,0.0
456.5,303.6875,0.2311,0.1313,-0.0918,rep_00159,rep_00159_p1,1,0.117
489.0,1682.25,0.2791,0.1226,-0.0272,rep_00159,rep_00159_p1,2,0.235
451.5,47.6875,0.2857,0.1326,-0.1018,rep_00159,rep_00159_p1,3,0.352
583.0,473.25,0.2324,0.1027,0.1598,rep_00159,rep_00159_p1,4,0.469
657.0,472.25,0.223,0.0912,0.307,rep_00159,rep_00159_p1,5,0.586
543.0,473.25,0.2385,0.1102,0.0802,rep_00159,rep_00159_p1,6,0.704
561.5,508.1875,0.2876,0.1069,0.117,rep_00159,rep_00159_p1,7,0.821
433.5,416.1875,0.2411,0.1385,-0.0937,rep_00160,rep_00160_p1,0,0.0
541.5,1432.6875,0.2567,0.1106,0.1321,rep_00160,rep_00160_p1,1,0.088
467.5,1061.6875,0.2759,0.1282,-0.0226,rep_00160,rep_00160_p1,2,0.176
492.5,330.6875,0.3168,0.1212,0.0296,rep_00160,rep_00160_p1,3,0.264
578.0,897.5,0.2647,0.1037,0.2084,rep_00160,rep_00160_p1,4,0.352
589.5,267.1875,0.313,0.1017,0.2324,rep_00160,rep_00160_p1,5,0.439
645.0,578.75,0.3349,0.0927,0.3484,rep_00160,rep_00160_p1,6,0.527
560.5,250.6875,0.2498,0.1071,0.1718,rep_00160,rep_00160_p1,7,0.615
660.5,211.6875,0.3512,0.0908,0.3808,rep_00160,rep_00160_p1,8,0.703
642.0,1019.5,0.3224,0.0935,0.3422,rep_00160,rep_00160_p1,9,0.791
616.0,310.5,0.2597,0.0974,0.2878,rep_00160,rep_00160_p1,10,0.879
543.5,481.6875,0.2971,0.1105,0.0197,rep_00160,rep_00160_p0,0,0.0
515.0,188.75,0.2728,0.1165,-0.0338,rep_00160,rep_00160_p0,1,0.088
485.5,685.1875,0.2554,0.1237,-0.0891,rep_00160,rep_00160_p0,2,0.176
535.0,798.75,0.3028,0.1122,0.0038,rep_00160,rep_00160_p0,3,0.264
511.0,36.25,0.2603,0.1173,-0.0413,rep_00160,rep_00160_p0,4,0.352
558.0,1202.5,0.3136,0.1071,0.0469,rep_00160,rep_00160_p0,5,0.439
606.5,2211.1875,0.3001,0.0989,0.1379,rep_00160,rep_00160_p0,6,0.527
520.5,719.1875,0.3132,0.1151,-0.0235,rep_00160,rep_00160_p0,7,0.615
590.0,263.5,0.2915,0.1017,0.1069,rep_00160,rep_00160_p0,8,0.703
484.0,76.5,0.3264,0.1237,-0.0919,rep_00160,rep_00160_p0,9,0.791
540.5,942.1875,0.3589,0.111,0.0141,rep_00160,rep_00160_p0,10,0.879
528.0,305.5,0.2282,0.1133,0.0252,rep_00172,rep_00172_p1,0,0.0
469.0,821.25,0.1279,0.1274,-0.0893,rep_00172,rep_00172_p1,1,0.088
504.0,641.5,0.1766,0.1191,-0.0214,rep_00172,rep_00172_p1,2,0.175
541.5,1538.6875,0.2188,0.1107,0.0515,rep_00172,rep_00172_p1,3,0.263
591.0,594.75,0.2445,0.1014,0.1476,rep_00172,rep_00172_p1,4,0.35
493.0,1139.25,0.2181,0.1217,-0.0427,rep_00172,rep_00172_p1,5,0.438
541.0,256.25,0.2763,0.1109,0.0505,rep_00172,rep_00172_p1,6,0.525
590.5,1610.1875,0.2117,0.1016,0.1466,rep_00172,rep_00172_p1,7,0.613
510.5,932.1875,0.2527,0.1173,-0.0087,rep_00172,rep_00172_p1,8,0.7
574.0,381.5,0.1986,0.1043,0.1146,rep_00172,rep_00172_p1,9,0.788
541.5,848.1875,0.1801,0.1109,0.0515,rep_00172,rep_00172_p1,10,0.875
484.0,499.5,0.3182,0.124,0.0283,rep_00172,rep_00172_p0,0,0.0
469.5,740.6875,0.2897,0.1276,-0.0025,rep_00172,rep_00172_p0,1,0.088
439.0,162.75,0.2654,0.1367,-0.0673,rep_00172,rep_00172_p0,2,0.175
461.0,470.25,0.2289,0.1301,-0.0205,rep_00172,rep_00172_p0,3,0.263
509.5,228.6875,0.3101,0.1175,0.0825,rep_00172,rep_00172_p0,4,0.35
496.0,698.0,0.3034,0.1209,0.0538,rep_00172,rep_00172_p0,5,0.438
497.0,772.25,0.3179,0.1206,0.0559,rep_00172,rep_00172_p0,6,0.525
535.0,1408.75,0.3047,0.1122,0.1367,rep_00172,rep_00172_p0,7,0.613
556.5,131.1875,0.319,0.1077,0.1824,rep_00172,rep_00172_p0,8,0.7
696.0,348.5,0.2658,0.0862,0.4788,rep_00172,rep_00172_p0,9,0.788
577.5,29.6875,0.2675,0.1039,0.227,rep_00172,rep_00172_p0,10,0.875
462.5,1790.1875,0.3449,0.1296,-0.0311,rep_00176,rep_00176_p0,0,0.0
537.0,850.25,0.3017,0.1115,0.125,rep_00176,rep_00176_p0,1,0.101
586.5,2577.6875,0.2685,0.1021,0.2287,rep_00176,rep_00176_p0,2,0.201
609.0,1214.75,0.2726,0.0984,0.2758,rep_00176,rep_00176_p0,3,0.302
689.0,668.25,0.2685,0.0869,0.4434,rep_00176,rep_00176_p0,4,0.403
862.5,905.6875,0.171,0.0695,0.8069,rep_00176,rep_00176_p0,5,0.503
717.0,4671.25,0.1883,0.0836,0.5021,rep_00176,rep_00176_p0,6,0.604
672.0,3036.5,0.2463,0.0893,0.4078,rep_00176,rep_00176_p0,7,0.705
721.0,241.25,0.2205,0.0829,0.5105,rep_00176,rep_00176_p0,8,0.805
525.0,594.75,0.1952,0.1144,-0.0107,rep_00176,rep_00176_p1,0,0.0
534.5,579.6875,0.1983,0.112,0.0072,rep_00176,rep_00176_p1,1,0.101
469.5,113.1875,0.2471,0.1279,-0.1153,rep_00176,rep_00176_p1,2,0.201
444.5,60.6875,0.3082,0.1349,-0.1624,rep_00176,rep_00176_p1,3,0.302
467.5,770.6875,0.2888,0.128,-0.119,rep_00176,rep_00176_p1,4,0.403
565.0,686.25,0.2469,0.1059,0.0647,rep_00176,rep_00176_p1,5,0.503
517.0,137.25,0.2911,0.116,-0.0258,rep_00176,rep_00176_p1,6,0.604
645.5,1002.1875,0.3269,0.0928,0.2164,rep_00176,rep_00176_p1,7,0.705
533.0,7.25,0.3068,0.1126,0.0044,rep_00176,rep_00176_p1,8,0.805
484.5,453.6875,0.2116,0.1239,-0.05,rep_00182,rep_00182_p1,0,0.0
520.5,743.1875,0.2238,0.1149,0.0206,rep_00182,rep_00182_p1,1,0.112
474.0,807.5,0.2173,0.1261,-0.0706,rep_00182,rep_00182_p1,2,0.223
508.0,2139.5,0.1988,0.1181,-0.0039,rep_00182,rep_00182_p1,3,0.335
575.5,62.6875,0.2381,0.1042,0.1284,rep_00182,rep_00182_p1,4,0.447
553.0,426.75,0.2071,0.1084,0.0843,rep_00182,rep_00182_p1,5,0.558
612.5,42.1875,0.231,0.098,0.201,rep_00182,rep_00182_p1,6,0.67
544.0,309.5,0.204,0.1103,0.0667,rep_00182,rep_00182_p1,7,0.781
589.0,858.25,0.1596,0.1019,0.0167,rep_00182,rep_00182_p0,0,0.0
504.5,2546.6875,0.2279,0.1189,-0.1292,rep_00182,rep_00182_p0,1,0.112
521.0,148.25,0.2716,0.1151,-0.1007,rep_00182,rep_00182_p0,2,0.223
469.5,602.1875,0.2247,0.1276,-0.1896,rep_00182,rep_00182_p0,3,0.335
501.0,1350.25,0.2874,0.1197,-0.1352,rep_00182,rep_00182_p0,4,0.447
543.0,504.75,0.2459,0.1106,-0.0627,rep_00182,rep_00182_p0,5,0.558
564.0,402.5,0.2766,0.1063,-0.0265,rep_00182,rep_00182_p0,6,0.67
553.5,860.1875,0.3397,0.1084,-0.0446,rep_00182,rep_00182_p0,7,0.781
614.5,5541.1875,0.1497,0.0976,0.0756,rep_00188,rep_00188_p0,0,0.0
467.0,255.25,0.2859,0.1283,-0.1826,rep_00188,rep_00188_p0,1,0.115
433.0,920.25,0.3291,0.1385,-0.2421,rep_00188,rep_00188_p0,2,0.23
416.0,877.5,0.4351,0.1439,-0.2719,rep_00188,rep_00188_p0,3,0.345
472.0,2.5,0.4862,0.1268,-0.1739,rep_00188,rep_00188_p0,4,0.46
426.0,1034.0,0.4437,0.141,-0.2544,rep_00188,rep_00188_p0,5,0.576
400.5,817.1875,0.5306,0.1497,-0.299,rep_00188,rep_00188_p0,6,0.691
448.0,185.0,0.5089,0.1339,-0.2159,rep_00188,rep_00188_p0,7,0.806
395.0,318.75,0.2051,0.152,-0.0075,rep_00188,rep_00188_p1,0,0.0
428.5,933.6875,0.3232,0.1399,0.0766,rep_00188,rep_00188_p1,1,0.115
382.0,1429.0,0.3416,0.1572,-0.0402,rep_00188,rep_00188_p1,2,0.23
422.0,3130.5,0.3306,0.1422,0.0603,rep_00188,rep_00188_p1,3,0.345
381.0,356.25,0.3596,0.1574,-0.0427,rep_00188,rep_00188_p1,4,0.46
516.5,2597.6875,0.3446,0.1162,0.2977,rep_00188,rep_00188_p1,5,0.576
396.0,862.5,0.3914,0.1516,-0.005,rep_00188,rep_00188_p1,6,0.691
567.5,569.1875,0.4026,0.1057,0.4259,rep_00188,rep_00188_p1,7,0.806
498.0,646.5,0.2259,0.1206,-0.0013,rep_00190,rep_00190_p0,0,0.0
513.5,350.1875,0.186,0.1169,0.0297,rep_00190,rep_00190_p0,1,0.11
535.5,356.1875,0.1494,0.1121,0.0739,rep_00190,rep_00190_p0,2,0.221
531.5,353.1875,0.2455,0.1128,0.0658,rep_00190,rep_00190_p0,3,0.331
546.0,882.0,0.2527,0.1099,0.0949,rep_00190,rep_00190_p0,4,0.441
521.5,500.6875,0.1697,0.1149,0.0458,rep_00190,rep_00190_p0,5,0.551
533.5,805.1875,0.1987,0.1125,0.0699,rep_00190,rep_00190_p0,6,0.662
515.0,475.25,0.2573,0.1165,0.0328,rep_00190,rep_00190_p0,7,0.772
551.0,450.75,0.1815,0.1088,0.1049,rep_00190,rep_00190_p0,8,0.882
427.5,1077.6875,0.255,0.1405,0.0859,rep_00190,rep_00190_p1,0,0.0
311.0,64.75,0.3457,0.1924,-0.21,rep_00190,rep_00190_p1,1,0.11
400.5,226.1875,0.2871,0.1499,0.0174,rep_00190,rep_00190_p1,2,0.221
409.5,313.6875,0.2479,0.1459,0.0402,rep_00190,rep_00190_p1,3,0.331
368.0,1111.5,0.3261,0.1613,-0.0652,rep_00190,rep_00190_p1,4,0.441
430.5,238.1875,0.3101,0.1391,0.0936,rep_00190,rep_00190_p1,5,0.551
383.5,393.1875,0.3207,0.1558,-0.0258,rep_00190,rep_00190_p1,6,0.662
405.0,344.25,0.3568,0.1479,0.0288,rep_00190,rep_00190_p1,7,0.772
499.5,1708.1875,0.3113,0.1198,0.2688,rep_00190,rep_00190_p1,8,0.882
577.5,1154.1875,0.2736,0.1036,0.0519,rep_00192,rep_00192_p4,0,0.0
480.0,136.0,0.2677,0.1249,-0.1257,rep_00192,rep_00192_p4,1,0.07
586.5,76.1875,0.2387,0.1023,0.0683,rep_00192,rep_00192_p4,2,0.139
722.0,1326.0,0.25,0.0829,0.3151,rep_00192,rep_00192_p4,3,0.209
676.5,1433.6875,0.235,0.0887,0.2322,rep_00192,rep_00192_p4,4,0.278
802.5,2359.1875,0.2224,0.0748,0.4617,rep_00192,rep_00192_p4,5,0.348
627.0,604.25,0.2935,0.0956,0.1421,rep_00192,rep_00192_p4,6,0.417
621.0,1556.75,0.2858,0.0967,0.1311,rep_00192,rep_00192_p4,7,0.487
619.0,481.25,0.2908,0.0969,0.1275,rep_00192,rep_00192_p4,8,0.556
680.5,140.1875,0.266,0.0881,0.2395,rep_00192,rep_00192_p4,9,0.626
617.0,1292.25,0.2496,0.0973,0.1239,rep_00192,rep_00192_p4,10,0.695
654.0,1890.0,0.2393,0.0916,0.1913,rep_00192,rep_00192_p4,11,0.765
697.0,1268.25,0.2088,0.086,0.2696,rep_00192,rep_00192_p4,12,0.834
711.5,823.6875,0.2171,0.0843,0.296,rep_00192,rep_00192_p4,13,0.904
349.5,10731.1875,0.9986,0.1718,-0.2606,rep_00192,rep_00192_p2,0,0.0
644.0,5615.5,1.0,0.0932,0.3625,rep_00192,rep_00192_p2,1,0.07
687.5,2075.6875,1.0,0.087,0.4545,rep_00192,rep_00192_p2,2,0.139
667.5,2905.1875,1.0,0.0885,0.4122,rep_00192,rep_00192_p2,3,0.209
696.0,471.5,1.0,0.0861,0.4725,rep_00192,rep_00192_p2,4,0.278
757.0,1392.25,1.0,0.0793,0.6016,rep_00192,rep_00192_p2,5,0.348
671.5,1008.1875,1.0,0.0894,0.4207,rep_00192,rep_00192_p2,6,0.417
640.0,610.5,1.0,0.0935,0.354,rep_00192,rep_00192_p2,7,0.487
601.0,2535.25,1.0,0.0993,0.2715,rep_00192,rep_00192_p2,8,0.556
518.0,11883.5,1.0,0.1144,0.0959,rep_00192,rep_00192_p2,9,0.626
621.0,320.75,1.0,0.0967,0.3138,rep_00192,rep_00192_p2,10,0.695
656.5,2143.6875,1.0,0.0914,0.3889,rep_00192,rep_00192_p2,11,0.765
714.0,78.5,1.0,0.0834,0.5106,rep_00192,rep_00192_p2,12,0.834
781.0,395.25,1.0,0.0762,0.6523,rep_00192,rep_00192_p2,13,0.904
595.5,9811.1875,0.9992,0.0984,-0.0523,rep_00201,rep_00201_p8,0,0.0
678.5,741.1875,1.0,0.0882,0.0798,rep_00201,rep_00201_p8,1,0.099
632.0,1957.5,1.0,0.0949,0.0058,rep_00201,rep_00201_p8,2,0.199
661.5,778.6875,1.0,0.0902,0.0528,rep_00201,rep_00201_p8,3,0.298
612.0,1200.5,1.0,0.0967,-0.026,rep_00201,rep_00201_p8,4,0.397
620.0,1644.5,1.0,0.0967,-0.0133,rep_00201,rep_00201_p8,5,0.496
713.5,1272.6875,1.0,0.0841,0.1355,rep_00201,rep_00201_p8,6,0.596
695.5,1645.6875,1.0,0.0863,0.1069,rep_00201,rep_00201_p8,7,0.695
692.0,186.5,1.0,0.0867,0.1013,rep_00201,rep_00201_p8,8,0.794
813.5,227.1875,1.0,0.0737,0.2947,rep_00201,rep_00201_p8,9,0.893
617.0,700.75,0.2901,0.0973,0.0743,rep_00201,rep_00201_p5,0,0.0
497.0,97.25,0.331,0.1208,-0.1346,rep_00201,rep_00201_p5,1,0.099
488.0,865.5,0.2982,0.1229,-0.1503,rep_00201,rep_00201_p5,2,0.199
584.0,822.0,0.2757,0.1027,0.0168,rep_00201,rep_00201_p5,3,0.298
642.5,303.6875,0.3027,0.0933,0.1187,rep_00201,rep_00201_p5,4,0.397
686.5,2620.6875,0.3394,0.0874,0.1953,rep_00201,rep_00201_p5,5,0.496
677.5,2024.6875,0.3712,0.0886,0.1796,rep_00201,rep_00201_p5,6,0.596
663.0,3588.25,0.3514,0.0903,0.1544,rep_00201,rep_00201_p5,7,0.695
686.0,2523.5,0.3302,0.0874,0.1944,rep_00201,rep_00201_p5,8,0.794
707.0,2628.25,0.3515,0.0847,0.231,rep_00201,rep_00201_p5,9,0.893
454.0,1398.0,0.1079,0.1322,-0.0152,rep_00202,rep_00202_p0,0,0.0
449.0,821.25,0.1648,0.1335,-0.026,rep_00202,rep_00202_p0,1,0.087
587.0,220.25,0.1831,0.1022,0.2733,rep_00202,rep_00202_p0,2,0.174
517.5,716.6875,0.2087,0.116,0.1226,rep_00202,rep_00202_p0,3,0.26
628.0,1172.0,0.1823,0.0954,0.3623,rep_00202,rep_00202_p0,4,0.347
694.5,4093.6875,0.2541,0.086,0.5065,rep_00202,rep_00202_p0,5,0.434
