apm,apm_variance,error_rate,action_gap_mean,apm_vs_baseline,replay_id,player_id,window_idx,match_pct,fatigue_score,fatigue_binary
722.0,3111.5,0.2078,0.0831,0.2398,rep_00899,rep_00899_p3,9,0.8,0.0,0
642.5,1291.6875,0.2366,0.0933,0.1033,rep_00899,rep_00899_p3,10,0.889,0.0,0
404.5,538.1875,0.2002,0.1483,-0.143,rep_00899,rep_00899_p4,0,0.0,0.1423,0
611.0,472.25,0.2365,0.0982,0.2945,rep_00899,rep_00899_p4,1,0.089,0.0249,0
549.0,137.25,0.224,0.1093,0.1631,rep_00899,rep_00899_p4,2,0.178,0.0078,0
545.5,423.1875,0.1797,0.1099,0.1557,rep_00899,rep_00899_p4,3,0.267,0.0,0
637.0,361.25,0.2794,0.0942,0.3496,rep_00899,rep_00899_p4,4,0.356,0.0839,0
580.5,481.1875,0.1981,0.1033,0.2299,rep_00899,rep_00899_p4,5,0.444,0.0,0
626.0,267.5,0.2692,0.0959,0.3263,rep_00899,rep_00899_p4,6,0.533,0.0699,0
615.0,542.75,0.2252,0.0975,0.303,rep_00899,rep_00899_p4,7,0.622,0.0094,0
721.0,805.25,0.2913,0.0831,0.5275,rep_00899,rep_00899_p4,8,0.711,0.1002,0
716.0,1797.5,0.2514,0.0838,0.5169,rep_00899,rep_00899_p4,9,0.8,0.0454,0
692.0,303.5,0.2421,0.0867,0.4661,rep_00899,rep_00899_p4,10,0.889,0.0326,0
295.0,5813.25,0.9932,0.2023,-0.1061,rep_00902,rep_00902_p0,0,0.0,0.1566,0
464.0,2764.5,0.9871,0.1289,0.4061,rep_00902,rep_00902_p0,1,0.104,0.0,0
579.5,4463.6875,0.9957,0.1034,0.7561,rep_00902,rep_00902_p0,2,0.208,0.0017,0
550.0,1489.5,0.9991,0.1091,0.6667,rep_00902,rep_00902_p0,3,0.311,0.0027,0
520.0,2281.5,0.9923,0.1149,0.5758,rep_00902,rep_00902_p0,4,0.415,0.0007,0
551.0,7377.25,0.9964,0.1075,0.6697,rep_00902,rep_00902_p0,5,0.519,0.0019,0
544.0,2525.5,0.9899,0.1104,0.6485,rep_00902,rep_00902_p0,6,0.623,0.0,0
477.0,2122.25,0.9895,0.1257,0.4455,rep_00902,rep_00902_p0,7,0.726,0.0,0
518.0,2037.5,0.9903,0.1141,0.5697,rep_00902,rep_00902_p0,8,0.83,0.0,0
41.5,1250.6875,0.9759,1.4601,-0.761,rep_00902,rep_00902_p6,0,0.0,0.5967,1
518.0,3294.5,1.0,0.1146,1.9827,rep_00902,rep_00902_p6,1,0.104,0.0037,0
674.0,5056.5,1.0,0.0889,2.881,rep_00902,rep_00902_p6,2,0.208,0.0037,0
661.5,2521.6875,1.0,0.0907,2.809,rep_00902,rep_00902_p6,3,0.311,0.0037,0
595.5,2384.1875,1.0,0.1008,2.429,rep_00902,rep_00902_p6,4,0.415,0.0037,0
632.0,9530.5,1.0,0.0935,2.6392,rep_00902,rep_00902_p6,5,0.519,0.0037,0
658.0,2913.5,1.0,0.0912,2.7889,rep_00902,rep_00902_p6,6,0.623,0.0037,0
370.0,5938.5,0.9932,0.1623,1.1305,rep_00902,rep_00902_p6,7,0.726,0.0016,0
607.0,3368.75,1.0,0.0979,2.4952,rep_00902,rep_00902_p6,8,0.83,0.0037,0
462.0,6208.5,0.9968,0.1266,0.0653,rep_00903,rep_00903_p1,0,0.0,0.0,0
368.0,6176.5,1.0,0.1614,-0.1514,rep_00903,rep_00903_p1,1,0.093,0.0813,0
633.5,6567.6875,1.0,0.0924,0.4608,rep_00903,rep_00903_p1,2,0.186,0.0005,0
220.5,4410.6875,1.0,0.2566,-0.4915,rep_00903,rep_00903_p1,3,0.278,0.3912,1
407.5,9449.1875,1.0,0.1467,-0.0603,rep_00903,rep_00903_p1,4,0.371,0.0133,0
481.5,12143.6875,1.0,0.1246,0.1103,rep_00903,rep_00903_p1,5,0.464,0.0005,0
470.5,6859.6875,1.0,0.1269,0.0849,rep_00903,rep_00903_p1,6,0.557,0.0005,0
600.0,6575.5,1.0,0.0987,0.3836,rep_00903,rep_00903_p1,7,0.649,0.0005,0
517.5,12820.6875,1.0,0.1101,0.1933,rep_00903,rep_00903_p1,8,0.742,0.0005,0
446.0,8942.0,1.0,0.1316,0.0284,rep_00903,rep_00903_p1,9,0.835,0.0005,0
523.5,803.1875,0.3696,0.1146,0.0265,rep_00903,rep_00903_p2,0,0.0,0.0285,0
460.0,345.5,0.3054,0.1302,-0.098,rep_00903,rep_00903_p2,1,0.093,0.045,0
422.0,94.5,0.3673,0.142,-0.1725,rep_00903,rep_00903_p2,2,0.186,0.1294,0
433.5,338.1875,0.4002,0.1383,-0.15,rep_00903,rep_00903_p2,3,0.278,0.1409,0
464.5,77.1875,0.3143,0.1291,-0.0892,rep_00903,rep_00903_p2,4,0.371,0.0387,0
540.0,455.5,0.3537,0.111,0.0588,rep_00903,rep_00903_p2,5,0.464,0.0144,0
589.0,1148.75,0.3387,0.1015,0.1549,rep_00903,rep_00903_p2,6,0.557,0.0011,0
499.0,995.25,0.3778,0.12,-0.0216,rep_00903,rep_00903_p2,7,0.649,0.0358,0
585.0,244.75,0.2983,0.1025,0.1471,rep_00903,rep_00903_p2,8,0.742,0.0,0
586.0,318.0,0.3575,0.1024,0.149,rep_00903,rep_00903_p2,9,0.835,0.0178,0
816.0,91286.0,0.1759,0.0735,0.1679,rep_00906,rep_00906_p4,0,0.0,0.0,0
527.5,1953.6875,0.3365,0.1134,-0.245,rep_00906,rep_00906_p4,1,0.124,0.2441,0
783.5,4292.1875,0.1666,0.0765,0.1214,rep_00906,rep_00906_p4,2,0.248,0.0,0
744.5,1033.6875,0.1914,0.0806,0.0656,rep_00906,rep_00906_p4,3,0.371,0.0,0
1152.5,11540.1875,0.1223,0.052,0.6496,rep_00906,rep_00906_p4,4,0.495,0.0,0
899.0,65345.25,0.1313,0.0665,0.2867,rep_00906,rep_00906_p4,5,0.619,0.0,0
663.0,9152.25,0.2428,0.09,-0.051,rep_00906,rep_00906_p4,6,0.743,0.0065,0
1031.5,21504.6875,0.1847,0.0581,0.4764,rep_00906,rep_00906_p4,7,0.866,0.0,0
280.0,2019.5,0.9982,0.2128,-0.0476,rep_00906,rep_00906_p9,0,0.0,0.2056,0
509.0,11056.25,0.998,0.114,0.7313,rep_00906,rep_00906_p9,1,0.124,0.0,0
643.5,4681.6875,0.9984,0.0932,1.1888,rep_00906,rep_00906_p9,2,0.248,0.0001,0
713.0,196.25,1.0,0.0842,1.4252,rep_00906,rep_00906_p9,3,0.371,0.0006,0
639.5,3941.1875,1.0,0.0938,1.1752,rep_00906,rep_00906_p9,4,0.495,0.0006,0
623.0,4165.25,1.0,0.0942,1.119,rep_00906,rep_00906_p9,5,0.619,0.0006,0
753.5,873.6875,1.0,0.0792,1.5629,rep_00906,rep_00906_p9,6,0.743,0.0006,0
655.0,1709.25,1.0,0.0916,1.2279,rep_00906,rep_00906_p9,7,0.866,0.0006,0
495.5,1618.1875,0.2926,0.1212,-0.0477,rep_00908,rep_00908_p11,0,0.0,0.0845,0
591.0,242.75,0.2513,0.1014,0.1358,rep_00908,rep_00908_p11,1,0.124,0.0,0
597.0,1276.25,0.206,0.1004,0.1473,rep_00908,rep_00908_p11,2,0.248,0.0,0
537.0,263.25,0.2225,0.1118,0.032,rep_00908,rep_00908_p11,3,0.373,0.0067,0
564.5,14.1875,0.1993,0.1062,0.0849,rep_00908,rep_00908_p11,4,0.497,0.0,0
524.5,458.6875,0.1868,0.1144,0.008,rep_00908,rep_00908_p11,5,0.621,0.0228,0
570.0,2194.0,0.1816,0.1052,0.0955,rep_00908,rep_00908_p11,6,0.745,0.0,0
629.0,437.25,0.1916,0.0954,0.2088,rep_00908,rep_00908_p11,7,0.869,0.0,0
591.0,1560.75,0.3706,0.1015,0.0623,rep_00908,rep_00908_p12,0,0.0,0.0475,0
523.5,351.6875,0.2693,0.1143,-0.059,rep_00908,rep_00908_p12,1,0.124,0.0421,0
665.0,178.25,0.2045,0.0902,0.1953,rep_00908,rep_00908_p12,2,0.248,0.0,0
755.0,5583.25,0.2099,0.0795,0.3571,rep_00908,rep_00908_p12,3,0.373,0.0,0
792.0,1347.5,0.1913,0.0757,0.4236,rep_00908,rep_00908_p12,4,0.497,0.0,0
769.5,453.1875,0.2073,0.078,0.3832,rep_00908,rep_00908_p12,5,0.621,0.0,0
849.5,1162.1875,0.1925,0.0705,0.527,rep_00908,rep_00908_p12,6,0.745,0.0,0
817.0,575.25,0.1873,0.0734,0.4685,rep_00908,rep_00908_p12,7,0.869,0.0,0
480.0,6795.0,0.999,0.125,-0.0171,rep_00913,rep_00913_p3,0,0.0,0.0569,0
565.0,8391.25,0.9991,0.1062,0.157,rep_00913,rep_00913_p3,1,0.118,0.0,0
591.5,5285.1875,1.0,0.1014,0.2113,rep_00913,rep_00913_p3,2,0.237,0.0003,0
551.5,6401.1875,1.0,0.1088,0.1294,rep_00913,rep_00913_p3,3,0.355,0.0003,0
665.5,2958.6875,1.0,0.0902,0.3628,rep_00913,rep_00913_p3,4,0.473,0.0003,0
731.0,2885.25,1.0,0.0821,0.4969,rep_00913,rep_00913_p3,5,0.591,0.0003,0
807.5,2043.6875,1.0,0.0743,0.6536,rep_00913,rep_00913_p3,6,0.71,0.0003,0
605.0,2878.75,1.0,0.0992,0.2389,rep_00913,rep_00913_p3,7,0.828,0.0003,0
462.5,9501.6875,0.9989,0.1298,-0.0284,rep_00913,rep_00913_p5,0,0.0,0.0918,0
602.0,11363.5,1.0,0.0997,0.2647,rep_00913,rep_00913_p5,1,0.118,0.0002,0
592.5,5356.1875,1.0,0.1012,0.2447,rep_00913,rep_00913_p5,2,0.237,0.0002,0
553.5,6478.6875,0.9973,0.1084,0.1628,rep_00913,rep_00913_p5,3,0.355,0.0,0
666.0,3006.5,1.0,0.0901,0.3992,rep_00913,rep_00913_p5,4,0.473,0.0002,0
659.0,5288.75,1.0,0.0909,0.3845,rep_00913,rep_00913_p5,5,0.591,0.0002,0
720.0,5229.5,0.9993,0.0834,0.5126,rep_00913,rep_00913_p5,6,0.71,0.0,0
576.0,5129.0,0.9974,0.1042,0.2101,rep_00913,rep_00913_p5,7,0.828,0.0,0
438.0,748.5,0.339,0.137,-0.0526,rep_00915,rep_00915_p1,0,0.0,0.1189,0
529.0,84.25,0.2372,0.1134,0.1442,rep_00915,rep_00915_p1,1,0.098,0.0,0
498.0,806.5,0.2731,0.1202,0.0771,rep_00915,rep_00915_p1,2,0.196,0.0,0
511.0,274.25,0.3258,0.1175,0.1053,rep_00915,rep_00915_p1,3,0.294,0.0393,0
505.0,140.75,0.3059,0.1182,0.0923,rep_00915,rep_00915_p1,4,0.393,0.0185,0
495.5,395.1875,0.2846,0.1212,0.0717,rep_00915,rep_00915_p1,5,0.491,0.0,0
518.5,1265.1875,0.3404,0.1155,0.1215,rep_00915,rep_00915_p1,6,0.589,0.0545,0
570.5,379.6875,0.3471,0.1046,0.234,rep_00915,rep_00915_p1,7,0.687,0.0614,0
603.0,2840.75,0.3201,0.0995,0.3043,rep_00915,rep_00915_p1,8,0.785,0.0333,0
582.5,598.6875,0.3322,0.1028,0.2599,rep_00915,rep_00915_p1,9,0.883,0.0459,0
505.0,493.25,0.3327,0.1188,0.0093,rep_00915,rep_00915_p2,0,0.0,0.0408,0
511.0,345.25,0.2603,0.1174,0.0213,rep_00915,rep_00915_p2,1,0.098,0.0,0
543.5,429.1875,0.2797,0.1103,0.0863,rep_00915,rep_00915_p2,2,0.196,0.0,0
592.5,1072.1875,0.2684,0.1013,0.1842,rep_00915,rep_00915_p2,3,0.294,0.0,0
642.0,932.0,0.2469,0.0934,0.2831,rep_00915,rep_00915_p2,4,0.393,0.0,0
617.5,503.1875,0.1733,0.0968,0.2342,rep_00915,rep_00915_p2,5,0.491,0.0,0
614.0,976.5,0.2313,0.0977,0.2272,rep_00915,rep_00915_p2,6,0.589,0.0,0
645.0,1455.25,0.2597,0.0926,0.2891,rep_00915,rep_00915_p2,7,0.687,0.0,0
609.0,460.25,0.2849,0.0985,0.2172,rep_00915,rep_00915_p2,8,0.785,0.0,0
587.5,402.1875,0.2621,0.1021,0.1742,rep_00915,rep_00915_p2,9,0.883,0.0,0
301.5,33091.6875,0.9784,0.1992,-0.3921,rep_00918,rep_00918_p1,0,0.0,0.3306,1
841.0,792.25,0.9923,0.0714,0.6956,rep_00918,rep_00918_p1,1,0.071,0.0021,0
653.5,11128.6875,0.9801,0.0918,0.3175,rep_00918,rep_00918_p1,2,0.141,0.0,0
599.0,13391.25,0.9733,0.1001,0.2077,rep_00918,rep_00918_p1,3,0.212,0.0,0
578.5,1379.1875,0.9654,0.1035,0.1663,rep_00918,rep_00918_p1,4,0.282,0.0,0
611.5,3438.1875,0.9894,0.0971,0.2329,rep_00918,rep_00918_p1,5,0.353,0.0012,0
699.5,96.1875,0.9764,0.0856,0.4103,rep_00918,rep_00918_p1,6,0.423,0.0,0
682.0,1183.5,0.9795,0.088,0.375,rep_00918,rep_00918_p1,7,0.494,0.0,0
583.0,6630.75,0.982,0.1029,0.1754,rep_00918,rep_00918_p1,8,0.564,0.0,0
614.5,2890.6875,0.9797,0.0975,0.2389,rep_00918,rep_00918_p1,9,0.635,0.0,0
665.0,896.25,0.9602,0.0891,0.3407,rep_00918,rep_00918_p1,10,0.705,0.0,0
409.0,2761.25,0.9756,0.1457,-0.1754,rep_00918,rep_00918_p1,11,0.776,0.1574,0
574.0,321.5,0.9739,0.1041,0.1573,rep_00918,rep_00918_p1,12,0.846,0.0,0
618.5,739.6875,0.9822,0.0967,0.247,rep_00918,rep_00918_p1,13,0.917,0.0,0
513.0,763.25,0.3021,0.1164,0.0577,rep_00918,rep_00918_p3,0,0.0,0.0404,0
434.0,16.5,0.2304,0.1374,-0.1052,rep_00918,rep_00918_p3,1,0.071,0.0583,0
532.5,206.6875,0.2498,0.1125,0.0979,rep_00918,rep_00918_p3,2,0.141,0.0,0
501.5,1696.6875,0.2752,0.1194,0.034,rep_00918,rep_00918_p3,3,0.212,0.0101,0
666.0,2196.5,0.2282,0.0896,0.3732,rep_00918,rep_00918_p3,4,0.282,0.0,0
811.5,312.1875,0.2348,0.0738,0.6732,rep_00918,rep_00918_p3,5,0.353,0.0,0
838.5,400.6875,0.2141,0.0715,0.7289,rep_00918,rep_00918_p3,6,0.423,0.0,0
674.0,2711.5,0.3353,0.0889,0.3897,rep_00918,rep_00918_p3,7,0.494,0.0778,0
699.5,150.6875,0.3174,0.0856,0.4423,rep_00918,rep_00918_p3,8,0.564,0.0576,0
674.5,3849.1875,0.3121,0.089,0.3907,rep_00918,rep_00918_p3,9,0.635,0.0517,0
635.0,1108.25,0.3126,0.0945,0.3093,rep_00918,rep_00918_p3,10,0.705,0.0522,0
735.0,437.25,0.3252,0.0812,0.5155,rep_00918,rep_00918_p3,11,0.776,0.0664,0
770.5,207.6875,0.2609,0.0777,0.5887,rep_00918,rep_00918_p3,12,0.846,0.0,0
707.0,6517.25,0.2992,0.0848,0.4577,rep_00918,rep_00918_p3,13,0.917,0.0371,0
570.0,996.0,0.4175,0.1043,-0.0206,rep_00919,rep_00919_p3,0,0.0,0.0688,0
574.5,304.1875,0.2654,0.1044,-0.0129,rep_00919,rep_00919_p3,1,0.12,0.0001,0
578.5,376.1875,0.242,0.1035,-0.006,rep_00919,rep_00919_p3,2,0.239,0.0,0
675.5,303.6875,0.262,0.0887,0.1607,rep_00919,rep_00919_p3,3,0.359,0.0,0
843.5,2043.6875,0.1968,0.0708,0.4493,rep_00919,rep_00919_p3,4,0.478,0.0,0
951.0,1042.25,0.2061,0.063,0.634,rep_00919,rep_00919_p3,5,0.598,0.0,0
824.0,2064.5,0.1893,0.0726,0.4158,rep_00919,rep_00919_p3,6,0.718,0.0,0
795.5,1724.1875,0.2194,0.0752,0.3668,rep_00919,rep_00919_p3,7,0.837,0.0,0
450.5,16926.1875,0.9822,0.1333,-0.1275,rep_00919,rep_00919_p9,0,0.0,0.1437,0
683.0,2972.75,0.9868,0.0878,0.3228,rep_00919,rep_00919_p9,1,0.12,0.0007,0
634.5,3731.6875,0.9874,0.0927,0.2289,rep_00919,rep_00919_p9,2,0.239,0.0009,0
492.5,2708.6875,0.9838,0.1215,-0.0462,rep_00919,rep_00919_p9,3,0.359,0.0853,0
362.0,1281.0,0.9751,0.1651,-0.2989,rep_00919,rep_00919_p9,4,0.478,0.2793,0
477.5,2514.1875,0.9885,0.1256,-0.0752,rep_00919,rep_00919_p9,5,0.598,0.1072,0
441.5,2697.1875,0.9434,0.1341,-0.1449,rep_00919,rep_00919_p9,6,0.718,0.1531,0
494.5,2661.6875,0.9949,0.1206,-0.0423,rep_00919,rep_00919_p9,7,0.837,0.0851,0
598.5,19221.1875,0.9875,0.1002,-0.1347,rep_00924,rep_00924_p2,0,0.0,0.1081,0
815.5,1072.1875,0.9822,0.0736,0.179,rep_00924,rep_00924_p2,1,0.117,0.0,0
652.5,1338.1875,0.9785,0.092,-0.0566,rep_00924,rep_00924_p2,2,0.233,0.0503,0
639.5,3309.6875,0.9719,0.0938,-0.0754,rep_00924,rep_00924_p2,3,0.35,0.0636,0
605.0,508.25,0.9901,0.0992,-0.1253,rep_00924,rep_00924_p2,4,0.467,0.102,0
605.0,929.25,0.9818,0.0992,-0.1253,rep_00924,rep_00924_p2,5,0.584,0.1004,0
653.5,427.1875,0.9885,0.0911,-0.0552,rep_00924,rep_00924_p2,6,0.7,0.0486,0
634.5,2870.1875,0.9803,0.0945,-0.0827,rep_00924,rep_00924_p2,7,0.817,0.0688,0
597.5,6497.1875,0.441,0.1003,0.0446,rep_00924,rep_00924_p7,0,0.0,0.1168,0
593.5,1504.1875,0.1938,0.101,0.0376,rep_00924,rep_00924_p7,1,0.117,0.0024,0
667.5,764.1875,0.227,0.0898,0.167,rep_00924,rep_00924_p7,2,0.233,0.0,0
765.0,4226.25,0.2353,0.0784,0.3374,rep_00924,rep_00924_p7,3,0.35,0.0,0
805.5,189.6875,0.1688,0.0744,0.4082,rep_00924,rep_00924_p7,4,0.467,0.0,0
731.0,2056.25,0.1778,0.082,0.278,rep_00924,rep_00924_p7,5,0.584,0.0,0
957.5,50.1875,0.1817,0.0626,0.674,rep_00924,rep_00924_p7,6,0.7,0.0,0
847.5,703.6875,0.1994,0.0708,0.4816,rep_00924,rep_00924_p7,7,0.817,0.0,0
797.5,9084.6875,0.1687,0.0751,0.0965,rep_00925,rep_00925_p1,0,0.0,0.0178,0
634.0,814.5,0.1498,0.0946,-0.1283,rep_00925,rep_00925_p1,1,0.105,0.0801,0
658.5,692.1875,0.1959,0.0907,-0.0946,rep_00925,rep_00925_p1,2,0.211,0.1228,0
699.0,2175.25,0.1617,0.0857,-0.039,rep_00925,rep_00925_p1,3,0.316,0.0183,0
728.0,3618.5,0.1319,0.0824,0.0009,rep_00925,rep_00925_p1,4,0.421,0.0,0
850.5,1193.6875,0.1611,0.0705,0.1693,rep_00925,rep_00925_p1,5,0.527,0.0035,0
797.0,2649.25,0.2033,0.0753,0.0958,rep_00925,rep_00925_p1,6,0.632,0.083,0
894.0,955.0,0.1874,0.067,0.2291,rep_00925,rep_00925_p1,7,0.737,0.053,0
870.0,2193.5,0.1615,0.0689,0.1962,rep_00925,rep_00925_p1,8,0.843,0.0042,0
375.5,6303.6875,0.9987,0.1599,-0.2465,rep_00925,rep_00925_p5,0,0.0,0.1628,0
603.0,8643.25,1.0,0.0995,0.21,rep_00925,rep_00925_p5,1,0.105,0.0002,0
583.5,1993.6875,0.9966,0.1018,0.1709,rep_00925,rep_00925_p5,2,0.211,0.0,0
656.5,383.6875,0.9962,0.0909,0.3174,rep_00925,rep_00925_p5,3,0.316,0.0,0
640.5,1112.1875,0.9992,0.0937,0.2853,rep_00925,rep_00925_p5,4,0.421,0.0,0
492.5,4593.1875,1.0,0.1152,-0.0117,rep_00925,rep_00925_p5,5,0.527,0.0002,0
497.5,1688.1875,0.998,0.106,-0.0017,rep_00925,rep_00925_p5,6,0.632,0.0,0
600.0,2535.5,0.9992,0.0999,0.204,rep_00925,rep_00925_p5,7,0.737,0.0,0
510.5,4030.6875,0.999,0.1176,0.0244,rep_00925,rep_00925_p5,8,0.843,0.0,0
360.5,14339.6875,0.9986,0.1657,-0.1577,rep_00931,rep_00931_p0,0,0.0,0.0643,0
422.5,6888.1875,1.0,0.1293,-0.0129,rep_00931,rep_00931_p0,1,0.068,0.0002,0
431.0,1828.25,0.9977,0.1297,0.007,rep_00931,rep_00931_p0,2,0.136,0.0,0
459.5,3521.1875,1.0,0.1303,0.0736,rep_00931,rep_00931_p0,3,0.204,0.0002,0
534.5,2702.1875,1.0,0.1123,0.2488,rep_00931,rep_00931_p0,4,0.273,0.0002,0
582.0,2883.5,1.0,0.1031,0.3598,rep_00931,rep_00931_p0,5,0.341,0.0002,0
556.0,6393.0,1.0,0.108,0.2991,rep_00931,rep_00931_p0,6,0.409,0.0002,0
365.5,7508.6875,1.0,0.1597,-0.146,rep_00931,rep_00931_p0,7,0.477,0.05,0
660.0,1777.5,1.0,0.0886,0.5421,rep_00931,rep_00931_p0,8,0.545,0.0002,0
684.0,3245.5,1.0,0.0875,0.5981,rep_00931,rep_00931_p0,9,0.613,0.0002,0
272.0,2066.0,1.0,0.2204,-0.3645,rep_00931,rep_00931_p0,10,0.682,0.2517,0
535.5,2847.6875,1.0,0.1113,0.2512,rep_00931,rep_00931_p0,11,0.75,0.0002,0
381.5,920.1875,0.9987,0.1573,-0.1086,rep_00931,rep_00931_p0,12,0.818,0.0261,0
578.0,3656.5,0.9991,0.1038,0.3505,rep_00931,rep_00931_p0,13,0.886,0.0,0
321.5,211.1875,0.1586,0.1868,-0.1888,rep_00931,rep_00931_p4,0,0.0,0.1662,0
521.5,1653.1875,0.1697,0.115,0.3158,rep_00931,rep_00931_p4,1,0.068,0.0101,0
618.5,149.1875,0.2021,0.0971,0.5606,rep_00931,rep_00931_p4,2,0.136,0.0694,0
534.5,371.1875,0.1562,0.1119,0.3486,rep_00931,rep_00931_p4,3,0.204,0.0,0
594.0,700.5,0.17,0.101,0.4987,rep_00931,rep_00931_p4,4,0.273,0.0107,0
671.5,882.6875,0.0901,0.0893,0.6943,rep_00931,rep_00931_p4,5,0.341,0.0,0
724.0,1038.5,0.1699,0.0828,0.8267,rep_00931,rep_00931_p4,6,0.409,0.0105,0
604.0,2288.5,0.1424,0.099,0.524,rep_00931,rep_00931_p4,7,0.477,0.0,0
610.5,2326.1875,0.154,0.0981,0.5404,rep_00931,rep_00931_p4,8,0.545,0.0,0
635.0,4149.25,0.1394,0.0944,0.6022,rep_00931,rep_00931_p4,9,0.613,0.0,0
700.5,1207.6875,0.1442,0.0856,0.7675,rep_00931,rep_00931_p4,10,0.682,0.0,0
596.0,2220.5,0.1812,0.1007,0.5038,rep_00931,rep_00931_p4,11,0.75,0.0312,0
730.0,426.5,0.2205,0.0822,0.8419,rep_00931,rep_00931_p4,12,0.818,0.103,0
624.0,2129.0,0.2147,0.096,0.5744,rep_00931,rep_00931_p4,13,0.886,0.0924,0
456.5,154.1875,0.2289,0.1313,0.0383,rep_00932,rep_00932_p1,0,0.0,0.0,0
417.5,876.6875,0.303,0.1436,-0.0504,rep_00932,rep_00932_p1,1,0.126,0.0731,0
450.5,46.6875,0.333,0.133,0.0246,rep_00932,rep_00932_p1,2,0.252,0.0756,0
461.0,294.75,0.359,0.1297,0.0485,rep_00932,rep_00932_p1,3,0.378,0.105,0
507.5,680.6875,0.2887,0.1179,0.1543,rep_00932,rep_00932_p1,4,0.504,0.0257,0
563.0,1992.25,0.2567,0.1066,0.2805,rep_00932,rep_00932_p1,5,0.631,0.0,0
575.5,1120.6875,0.3206,0.1041,0.3089,rep_00932,rep_00932_p1,6,0.757,0.0616,0
409.5,1436.1875,0.1184,0.1466,-0.0387,rep_00932,rep_00932_p2,0,0.0,0.0981,0
542.5,3326.1875,0.1899,0.1103,0.2735,rep_00932,rep_00932_p2,1,0.126,0.0696,0
522.0,1950.0,0.181,0.1149,0.2254,rep_00932,rep_00932_p2,2,0.252,0.0523,0
613.5,650.1875,0.2706,0.0978,0.4401,rep_00932,rep_00932_p2,3,0.378,0.2266,0
639.0,1208.25,0.2786,0.0938,0.5,rep_00932,rep_00932_p2,4,0.504,0.2422,0
615.5,56.1875,0.1909,0.0972,0.4448,rep_00932,rep_00932_p2,5,0.631,0.0715,0
571.0,518.75,0.2785,0.105,0.3404,rep_00932,rep_00932_p2,6,0.757,0.242,0
270.0,938.0,0.2648,0.2222,-0.0919,rep_00936,rep_00936_p1,0,0.0,0.0794,0
339.0,824.75,0.3702,0.1769,0.1401,rep_00936,rep_00936_p1,1,0.133,0.0498,0
438.0,506.5,0.3174,0.1359,0.4731,rep_00936,rep_00936_p1,2,0.265,0.0,0
464.0,714.5,0.3438,0.1288,0.5605,rep_00936,rep_00936_p1,3,0.398,0.0249,0
675.5,4548.1875,0.265,0.0888,1.2719,rep_00936,rep_00936_p1,4,0.53,0.0,0
559.5,112.1875,0.2913,0.1071,0.8817,rep_00936,rep_00936_p1,5,0.663,0.0,0
572.5,3900.6875,0.3397,0.1046,0.9254,rep_00936,rep_00936_p1,6,0.795,0.021,0
369.0,332.25,0.3401,0.1626,-0.0054,rep_00936,rep_00936_p2,0,0.0,0.1241,0
376.5,1133.1875,0.1501,0.1581,0.0148,rep_00936,rep_00936_p2,1,0.133,0.0,0
397.0,474.75,0.2091,0.1504,0.0701,rep_00936,rep_00936_p2,2,0.265,0.0,0
515.5,105.6875,0.1717,0.1162,0.3895,rep_00936,rep_00936_p2,3,0.398,0.0,0
602.0,905.5,0.1844,0.0996,0.6226,rep_00936,rep_00936_p2,4,0.53,0.0,0
555.5,336.6875,0.2151,0.1079,0.4973,rep_00936,rep_00936_p2,5,0.663,0.0,0
488.0,216.5,0.2059,0.123,0.3154,rep_00936,rep_00936_p2,6,0.795,0.0,0
405.0,340.25,0.2802,0.1482,-0.0919,rep_00939,rep_00939_p2,0,0.0,0.1494,0
521.5,51.1875,0.185,0.1151,0.1693,rep_00939,rep_00939_p2,1,0.117,0.0,0
764.0,7082.5,0.1381,0.0785,0.713,rep_00939,rep_00939_p2,2,0.233,0.0,0
572.5,748.6875,0.1607,0.1043,0.2836,rep_00939,rep_00939_p2,3,0.35,0.0,0
664.5,679.6875,0.1422,0.0901,0.4899,rep_00939,rep_00939_p2,4,0.467,0.0,0
681.5,2010.1875,0.1093,0.0878,0.528,rep_00939,rep_00939_p2,5,0.584,0.0,0
680.5,565.6875,0.18,0.0881,0.5258,rep_00939,rep_00939_p2,6,0.7,0.0,0
667.0,740.25,0.1769,0.09,0.4955,rep_00939,rep_00939_p2,7,0.817,0.0,0
546.0,28402.0,0.9991,0.1099,0.0168,rep_00939,rep_00939_p4,0,0.0,0.0,0
460.0,1432.5,1.0,0.1267,-0.1434,rep_00939,rep_00939_p4,1,0.117,0.0571,0
532.5,6204.6875,1.0,0.1101,-0.0084,rep_00939,rep_00939_p4,2,0.233,0.0001,0
543.0,2740.25,1.0,0.1105,0.0112,rep_00939,rep_00939_p4,3,0.35,0.0001,0
786.0,563.0,1.0,0.0764,0.4637,rep_00939,rep_00939_p4,4,0.467,0.0001,0
709.0,2676.25,1.0,0.0846,0.3203,rep_00939,rep_00939_p4,5,0.584,0.0001,0
679.5,4681.1875,0.9956,0.0883,0.2654,rep_00939,rep_00939_p4,6,0.7,0.0,0
631.5,2091.1875,1.0,0.095,0.176,rep_00939,rep_00939_p4,7,0.817,0.0001,0
419.0,17614.75,0.9988,0.1409,0.0244,rep_00943,rep_00943_p1,0,0.0,0.0,0
415.5,11773.1875,1.0,0.1416,0.0159,rep_00943,rep_00943_p1,1,0.079,0.0028,0
